梅州市	2014-04-02	50	43-62	良	34.2	40.2	14.3	1.106	27.3	45
武汉市	2014-04-02	119	70-157	轻度污染	87.8	156.7	44.8	1.445	86.8	71.2
汕头市	2014-04-02	39	33-50	优	23.5	34.3	11	1.015	19.7	71
汕尾市	2014-04-02	38	30-58	优	21.3	29.7	6.5	1.504	14.5	67.3
江门市	2014-04-02	54	34-82	良	37.8	50.8	22.1	1.464	49.8	15.4
江阴市	2014-04-02	104	67-215	轻度污染	77.1	89.1	70	1.111	54.9	51.3
沈阳市	2014-04-02	101	63-186	轻度污染	60.7	114	33	0.815	34.1	61
沧州市	2014-04-02	129	68-436	轻度污染	76	158.3	31.4	0.67	20.9	101.1
河源市	2014-04-02	51	31-68	良	34.5	42.8	10	1.238	23.5	36.9
泉州市	2014-04-02	49	29-69	优	24.1	52.3	8.8	0.789	25.7	43.5
泰安市	2014-04-02	106	78-139	轻度污染	79.2	127.2	67.3	1.36	66.9	40.2
泰州市	2014-04-02	79	57-95	良	57.5	89.7	19.3	1.288	11.6	53.2
泸州市	2014-04-02	64	49-85	良	42.1	65.6	32.4	1.006	33	62.8
洛阳市	2014-04-02	93	70-135	良	68.5	118.7	56.7	1.957	49.6	75.5
济南市	2014-04-02	132	90-426	轻度污染	71.5	190.5	53.4	0.838	45	99
济宁市	2014-04-02	101	78-130	轻度污染	72.7	137.4	64.3	1.052	37.5	100.6
海口市	2014-04-02	46	24-65	优	16.8	44.6	4.6	0.975	18.1	24.6
海门市	2014-04-02	66	41-91	良	44	60.2	12.8	0.606	17.8	85.8
淄博市	2014-04-02	143	85-241	轻度污染	101.2	205.7	131.4	1.811	71.5	66.2
淮安市	2014-04-02	92	57-146	良	67.4	102.4	25.4	1.395	24.9	87.2
深圳市	2014-04-02	38	22-59	优	21	36.5	4.5	1.213	34.3	44.2
清远市	2014-04-02	52	20-82	良	31.4	52.4	27.8	1.548	16.2	27.5
温州市	2014-04-02	60	33-95	良	37.9	69.3	14.2	1.278	59.6	50.3
渭南市	2014-04-02	111	95-130	轻度污染	82.8	151.4	25.5	1.041	45.7	15.8
湖州市	2014-04-02	101	58-133	轻度污染	75.2	102.1	36.5	0.903	59	65.6
湘潭市	2014-04-02	109	72-168	轻度污染	81.2	142.4	79.2	1.451	73	28.8
湛江市	2014-04-02	40	18-60	优	26.8	35.8	7.8	1.168	23.5	32.6
溧阳市	2014-04-02	103	51-152	轻度污染	74.9	116.7	22	0.473	54.6	70.2
